left_no,cyl_sys_id,legacy_name,legacy_type,new_product_code,cost_type,in_orion_scope,final_metric,final_status,cause_layer,cause_note,legacy_final,new_final,rm_rate_L,rm_rate_N,rm_landed_L,rm_landed_N,waste_L,waste_N,rm_norm_L,rm_norm_N,fixed_total_L,fixed_total_N,cap_pack_L,cap_pack_N,oil_L,oil_N,mb_cost_L,mb_cost_N,legacy_modified
3594,20230127000000000000000876360,PTY 300/144/RND/DBR/LIM/DH/N/1/Z,PTY,CSTPTY2606002088,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6094,1.3255001217758817,1.3054,1,1.3054,1,.02,0.02,1.02,1.02,.2245,0.2296056832694764,.0213,0.010741687979539645,.0286,0.028679,,,2023-02-03
3595,20230127000000000000000876487,PTY 450/144/TBL/DBR/LIM/DH/N/1/S,PTY,CSTPTY2606004270,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3993,1.238593833799577,1.1957,1,1.1957,1,.008,0.008,1.008,1.008,.1467,0.14755822304298757,.0216,0.010265700483091786,.0331,0.037114,,,2025-11-01
3596,20230127000000000000000876614,PTY 450/144/TBL/DBR/LIM/DH/N/1/S,PTY,CSTPTY2606004269,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3149,1.239064889464926,1.1222,1,1.1222,1,.008,0.008,1.008,1.008,.141,0.14755822304298757,.0218,0.010732323232323232,.0328,0.037114,,,2025-01-03
3597,20230127000000000000000876741,TTY 480/216-120/TBL/DBR/NI/DH/SN/1/S,TTY,CSTTTY2606000208,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3605,1.1227623277244971,1.2232,1,1.2232,1,.004,0.004,1.004,1.004,.0929,0.09260209511646293,.0312,0.013944223107569723,0,0,,,2026-04-01
3598,20230127000000000000000876868,PTY 300/96/TBL/OBR/IM/HSSH/N/4/SSSS/SHRIVEL,PTY,CSTPTY2606004187,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3678,1.402874088350582,.9985,1,.9985,1,.013,0.013,1.013,1.013,.2668,0.26112018881626725,.0297,0.014684106614017773,.0454,0.05061,,,2025-08-01
3599,20230127000000000000000876995,TTY 1200/384-110/TBL/DBR/IM/HSSH/T5/1/S/SHRIVEL 1,TTY,CSTTTY2606000050,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6222,1.1130130221707946,1.4232,1,1.4232,1,.002,0.002,1.002,1.002,.0615,0.07588104686318972,.0645,0.02794411177644711,0,0,,,2023-12-04
36,20211003178,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,PTY,CSTPTY2606002174,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.68,1.3362639747984544,1.3894,1,1.3894,1,.008,0.008,1.008,1.008,.2428,0.250321985519354,.0299,0.014756944444444448,.0517,0.05061,,,2022-12-01
360,20211002441,PTY 300/96/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606002091,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6541,1.3208100511468077,1.3754,1,1.3754,1,.009,0.009,1.009,1.009,.1764,0.18284388507500637,.0128,0.009481334654773707,.0331,0.037114,,,2026-08-02
3600,20230127000000000000000877122,PTY 1600/480/TBL/DBR/NI/ACDH/N/1/S,PLY,CSTPTY2606002711,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5809,1.0911578415842802,1.4586,1,1.4586,1,.004,0.004,1.004,1.004,.0346,0.0344238683127572,.0182,0.01568725099601594,0,0,,,2026-07-01
3601,20230127000000000000000877249,PTY 1600/480/TBL/DBR/NI/ACDH/N/1/S,PLY,CSTPTY2606002710,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5831,1.1069470597117703,1.443,1,1.443,1,.004,0.004,1.004,1.004,.0346,0.0344238683127572,.036,0.03137450199203188,0,0,,,2026-06-01
3602,20230127000000000000000877376,PTY 300/72/RND/SD/NI/SH/N/3/ZSZ,PTY,CSTPTY2606000983,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.1371,1.2173731156122627,.9368,1,.9368,1,.0065,0.0065,1.0065,1.0065,.1712,0.16733566026759744,.0203,0.01064385839866952,.0181,0.020243999999999998,,,2026-01-02
3603,20230127000000000000000877503,PTY 3600/864/RND/SD/IM/SH/N/1/Z,PLY,CSTPTY2606002642,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3291,1.1291853407353667,1.1683,1,1.1683,1,.004,0.004,1.004,1.004,.0411,0.04164708646616541,.0394,0.021845949535192564,0,0,,,2025-09-01
3604,20230127000000000000000877630,POY 250/48/TBL/DBR/SIM/NS/2/O,POY,CSTPOY2606001866,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3275,1.3795811787808274,.9128,1.08382,.9266,1.08382,.022,0.022,1.0067,1.0066,.2208,0.2504660719032041,.0078,0.015302337903172399,.0185,0.0118905,.1434,0.1308923,2023-03-08
3605,20230201000000000000000882369,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,PTY,CSTPTY2606000093,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5644,1.4340615001925705,1.1877,1,1.1877,1,.01,0.01,1.01,1.01,.2686,0.29468109082713545,.0227,0.008663366336633664,.0366,0.037114,,,2023-02-03
3606,20230901000000000000001209311,POY 380/108/TBL/BBR/SIM/NS/2/O,POY,CSTPOY2606003054,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.1792,1.268867375121109,.9135,1.08382,.9272,1.08382,.02,0.02,.9757,0.9843000000000001,.1489,0.16264030643065203,.0078,0.015649022994344543,.0199,0.01307955,.0966,0.08366651999999998,2023-09-04
3607,20230201000000000000000882623,PTY 450/144/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606004146,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2768,1.2171930332371652,1.109,1,1.109,1,.006,0.006,1.006,1.006,.142,0.15910549139342448,.0208,0.010165096378252225,.0282,0.028679,,,2023-02-03
3608,20230201000000000000000882750,PTY 300/72/RND/RSD/NI/DH/N/1/Z,PTY,CSTPTY2606004136,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.439,1.2253967788473084,1.2361,1,1.2361,1,.006,0.006,1.006,1.006,.1736,0.16733566026759744,.0128,0.010649148586740428,.0255,0.028679,,,2026-08-02
3609,20230201000000000000000882877,POY 500/144/RND/BBR/SIM/NS/1/O,POY,CSTPOY2606003267,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.1382,1.2297819446966627,.9128,1.08382,.9266,1.08382,.02,0.02,.9834,0.9843000000000001,.1104,0.12523303595160204,.0078,0.015489339086238984,.0185,0.0118905,.0885,0.08366651999999998,2023-03-08
361,20211002442,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001824,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7899,1.469021093717456,1.3891,1,1.3891,1,.01,0.01,1.01,1.01,.2896,0.32868275515334344,.0203,0.009240924092409241,.038,0.037114,,,2022-12-01
3610,20230201000000000000000883005,PTY 300/96/TBL/DBR/NI/DH/SN/1/S,PTY,CSTPTY2606003951,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4519,1.2597272315498187,1.2241,1,1.2241,1,.007,0.007,1.007,1.007,.2002,0.19422162804515747,.0188,0.01459781529294936,.0286,0.032053,,,2026-08-02
3611,20230201000000000000000883132,PTY 450/144/TBL/DBR/LIM/DH/N/1/S,PTY,CSTPTY2606004268,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3618,1.239064889464926,1.1586,1,1.1586,1,.008,0.008,1.008,1.008,.1394,0.14755822304298757,.0299,0.010732323232323232,.0366,0.037114,,,2023-02-03
3612,20230201000000000000000883259,PTY 450/144/TBL/DBR/NI/DH/N/1/S,PTY,CSTPTY2606004143,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3372,1.214365833799577,1.1586,1,1.1586,1,.008,0.008,1.008,1.008,.1394,0.14755822304298757,.0299,0.010265700483091786,.0366,0.037114,,,2023-02-03
3616,20230201000000000000000883386,PTY 1500/480/TBL/DBR/NI/SH/N/1/S,PLY,CSTPTY2606002724,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3205,2.094154548249315,1.2443,2,1.2443,2,.004,0.004,1.004,1.004,.0552,0.0553042328042328,.012,0.01732621751798775,0,0,,,2026-03-03
3617,20230201000000000000000883513,TTY 1500/480-150/TBL/DBR/NI/SH/T5/1/S,TTY,CSTTTY2606000470,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4096,2.112470976292981,1.3205,2,1.3205,2,.002,0.002,1.002,1.002,.0662,0.07911002758077226,.0128,0.015718562874251496,0,0,,,2026-03-03
3618,20230201000000000000000883640,TTM 1500/480-150/TBL/DBR/NI/MSH/T5/1/S,MEEREBAH,CSTTTM2606000539,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6683,2.210808844009683,1.4096,2,1.4096,2,.002,0.002,1.002,1.002,.1585,0.1610942642263434,.0255,0.03143712574850299,0,0,,,2026-03-03
3619,20230201000000000000000883767,TTS 1800/576-140/TBL/SPBR/IM/SPSH/T3/1/S,SUPERBA,CSTTTS2606000458,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0229,1.2541398851901286,1.5431,1,1.5431,1,.005,0.005,1.005,1.005,.2019,0.21166575634623386,.0211,0.029374864806402782,,,.06,0,2024-10-01
362,20211002443,PTY 165/72/RND/DSD/LIM/SH/N/2/SZ,PTY,CSTPTY2606003762,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1992,1.4008742543486143,1.8121,1,1.8121,1,.008,0.008,1.008,1.008,.3073,0.31042260208926875,.0225,0.00946969696969697,.0345,0.03374,,,2022-12-01
3620,20230201000000000000000883894,TTS 1800/576-140/TBL/SPBR/IM/SPSH/T3/1/S,SUPERBA,CSTTTS2606000457,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.3168,1.2541398851901286,1.5431,1,1.5431,1,.005,0.005,1.005,1.005,.2019,0.21166575634623386,.0211,0.029374864806402782,,,.431,0,2024-10-01
3621,20230201000000000000000884021,TCY 1800/1728-180/TBL/BR/IM/DH/N/1/S,MELANGE,CSTTCY2606000002,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9179,2.152402329238601,1.7379,2,1.7379,2,.004,0.004,1.004,1.004,.1499,0.11481481481481481,.0125,0.01568725099601594,0,0,,,2025-10-01
3622,20230201000000000000000884148,TCY 1200/1152-180/TBL/BR/IM/DH/N/1/S,TTY,CSTTCY2606000089,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8431,1.1976754001996008,1.6531,1,1.6531,1,.002,0.002,1.002,1.002,.1655,0.17222222222222225,.0124,0.0157185628742515,0,0,,,2025-02-07
3623,20230201000000000000000884275,PTY 450/144/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606004145,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.359,1.2171930332371652,1.1888,1,1.1888,1,.006,0.006,1.006,1.006,.142,0.15910549139342448,.0208,0.010165096378252225,.0282,0.028679,,,2023-03-08
3624,20230201000000000000000884402,PTY 300/96/RND/RBSD/NI/DH/N/1/Z,PTY,CSTPTY2606004135,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6901,1.30898518699818,1.4265,1,1.4265,1,.007,0.007,1.007,1.007,.1927,0.1992091193661874,.02,0.009847732538894406,.0447,0.05061,,,2025-03-02
3625,20230201000000000000000884529,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001878,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0316,1.469021093717456,1.6199,1,1.6199,1,.01,0.01,1.01,1.01,.2896,0.32868275515334344,.021,0.009240924092409241,.0366,0.037114,,,2023-02-04
3626,20230201000000000000000884656,PTY 150/288/RND/SD/NI/SH/N/2/SZ,PTY,CSTPTY2606001657,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5664,1.511945247826087,1.1028,1,1.1028,1,.008,0.008,1.008,1.008,.4242,0.4342542270531401,.024,0.011805555555555559,.0373,0.042175000000000004,,,2025-03-02
3627,20230524000000000000001041835,POY 500/144/RND/SD/SIM/NS/1/O,POY,CSTPOY2606001588,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.238,1.2442201698364272,1.036,1.054714,1.0547,1.054714,.025,0.025,1.025,1.025,.1253,0.12523303595160204,.0078,0.014950970632155305,.0153,0.01307955,0,0,2026-09-01
3628,20230201000000000000000884783,PTY 300/144/TBL/BR/SIM/LSDH/N/2/SS,PTY,CSTPTY2606003557,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5072,1.3030477852047286,1.256,1,1.256,1,.007,0.007,1.007,1.007,.1926,0.1911549707602339,.0137,0.010742980951521172,.0451,0.05061,,,2026-09-01
3629,20230204000000000000000888297,TCY 1200/576-180/TBL/BR/SIM/LSDH/N/1/S,TTY,CSTTCY2606000133,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7134,1.1976754001996008,1.5072,1,1.5072,1,.002,0.002,1.002,1.002,.1726,0.17222222222222225,.0181,0.0157185628742515,0,0,,,2026-09-01
363,20211002444,PTY 165/72/RND/DSD/LIM/SH/N/2/SZ,PTY,CSTPTY2606003761,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8009,1.4008742543486143,1.4233,1,1.4233,1,.008,0.008,1.008,1.008,.3106,0.31042260208926875,.0225,0.00946969696969697,.0299,0.03374,,,2025-01-03
3630,20230201000000000000000884910,TCY 1800/864-180/TBL/BR/IM/LSDH/N/1/S,MELANGE,CSTTCY2606000007,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4756,2.1484078446440456,1.3433,2,1.3433,2,.002,0.002,1.002,1.002,.1104,0.11481481481481481,.0125,0.0157185628742515,0,0,,,2026-01-02
3631,20260725000000000000003242034,POY 380/72/RND/SD/SIM/NS/2/O,POY,CSTPOY2606003955,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2389,1.2658910590910948,1.0193,1.054714,1.0381,1.054714,.011,0.011,1.011,1.011,.1648,0.1647803104626343,.0078,0.015235740191229809,.0104,0.009512399999999999,0,0,2026-08-02
3633,20230201000000000000000885037,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001879,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6833,1.469021093717456,1.2842,1,1.2842,1,.01,0.01,1.01,1.01,.2896,0.32868275515334344,.0203,0.009240924092409241,.0366,0.037114,,,2023-02-03
3639,20230228000000000000000938524,PTY 100/72/RND/SD/NI/HCSH/N/2/SZ,PTY,CSTPTY2606002929,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9204,1.4943392054621858,1.4466,1,1.4466,1,.006,0.006,1.006,1.006,.4268,0.43276463862309683,.0136,0.009681044169764026,.027,0.030366,,,2026-08-02
364,20211002445,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000260,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8652,1.365694311643281,1.5551,1,1.5551,1,.01,0.01,1.01,1.01,.2616,0.29468109082713545,.022,0.009040034438226431,.038,0.037114,,,2022-12-01
3640,20230228000000000000000938651,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000745,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3897,1.3348096302737047,1.036,1.054714,1.0547,1.054714,.012,0.012,.997,0.9972,.2475,0.247496118481427,.0078,0.01544658376788341,.0109,0.009512399999999999,.0626,0.06330996000000001,2026-09-01
3641,20230228000000000000000938779,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,PTY,CSTPTY2606000094,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.606,1.4340615001925705,1.2295,1,1.2295,1,.01,0.01,1.01,1.01,.2686,0.29468109082713545,.021,0.008663366336633664,.0367,0.037114,,,2023-03-08
3644,20230228000000000000000938906,PTY 480/216/TBL/DBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004920,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3611,1.254274145507723,1.1573,1,1.1573,1,.008,0.008,1.008,1.008,.1451,0.14284678521484873,.0289,0.01701388888888889,.0448,0.05061,,,2025-04-01
3645,20230228000000000000000939033,TTY 480/216-120/TBL/DBR/NI/ACDH/SN/1/S,TTY,CSTTTY2606000129,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6119,1.1136918083177259,1.4803,1,1.4803,1,.004,0.004,1.004,1.004,.0844,0.08363026583182294,.0323,0.013944223107569723,0,0,,,2023-08-03
365,20211002446,PTY 100/36/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606002941,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0187,1.5879490193803176,1.4558,1,1.4558,1,.006,0.006,1.006,1.006,.4842,0.4956748001102839,.0131,0.00927766732935719,.0285,0.032053,,,2026-08-02
366,20211002447,PTY 150/36/RND/BSD/NI/HCSH/N/1/Z,PTY,CSTPTY2606002897,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6105,1.4128900393892423,1.2454,1,1.2454,1,.006,0.006,1.006,1.006,.2976,0.3217993466684566,.0201,0.009741550695825048,.0283,0.032053,,,2024-04-03
3664,20240802000000000000001711150,PTY 150/192/RND/SD/SIM/DH/N/4/2Z2S,PTY,CSTPTY2606004317,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8125,1.4801986116964712,1.3583,1,1.3583,1,.009,0.009,1.009,1.009,.3769,0.3735520232715183,.014,0.01009099918911614,.0377,0.042175000000000004,,,2026-09-01
3665,20230228000000000000000939160,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000154,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.5685,2.6597303572015694,2.023,2,2.023,2,.005,0.005,1.005,1.005,.222,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,.08,0,2024-11-04
3666,20230228000000000000000939287,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000153,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.7434,2.6597303572015694,1.9936,2,1.9936,2,.005,0.005,1.005,1.005,.2125,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,.1913,0,2024-10-01
3667,20230228000000000000000939414,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000152,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.4296,2.6597303572015694,1.9936,2,1.9936,2,.005,0.005,1.005,1.005,.2125,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,.0621,0,2024-10-01
3668,20230228000000000000000939541,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000151,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.6424,2.6597303572015694,1.9936,2,1.9936,2,.005,0.005,1.005,1.005,.2125,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,.0918,0,2024-10-01
3669,20230228000000000000000939668,TCS 1800/1728-180/TBL/SPBR/IM/SPDH/T3/1/S,SUPERBA,CSTTCS2606000150,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.6183,2.6597303572015694,1.9936,2,1.9936,2,.005,0.005,1.005,1.005,.2125,0.22280605931182518,.021,0.02967769846420074,,0.38006999999999996,.068,0,2024-10-01
367,20211002448,PTY 150/48/RND/BSD/IM/DH/N/1/Z/RW,PTY,CSTPTY2606001418,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8163,1.4584897671273835,1.3947,1,1.3947,1,.006,0.006,1.006,1.006,.3,0.312193396021637,.0154,0.011550695825049702,.0285,0.032053,,,2026-09-01
3670,20230228000000000000000939795,TTS 1500/480-130/TBL/SPBR/IM/SPSH/T3/1/S,SUPERBA,CSTTTS2606000158,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0079,1.6406336280473268,1.4694,1,1.4694,1,.005,0.005,1.005,1.005,.2042,0.21771334938469772,.0315,0.02725502920181701,.038,0.38006999999999996,.08,0,2026-07-01
3674,20240401000000000000001504040,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000746,ACTUAL,Y,CAP_WITH_QLOSS,differ,PARAMETER_NORM,RM norm berbeda (turunan waste/dozing),1.5317,1.3109340975606991,1.036,1.054714,1.0547,1.054714,.012,0.012,.9803,0.9744,.2475,0.247496118481427,.0078,0.01580801860974275,.0109,0.009512399999999999,.2195,0.28149616,2026-09-01
3679,20230327000000000000000975850,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000747,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2313,1.3277918343970805,.7989,1.054714,.8114,1.054714,.012,0.012,.9902,0.9905,.2475,0.247496118481427,.0078,0.015551068483930675,.0104,0.009512399999999999,.1559,0.18866035,2026-04-01
368,20211002449,PTY 150/48/RND/BSD/NI/DH/N/1/Z/RW,PTY,CSTPTY2606001242,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7244,1.3868810743967743,1.3947,1,1.3947,1,.007,0.007,1.007,1.007,.2667,0.27889276711266237,.0136,0.008689175769612712,.0451,0.05061,,,2026-09-01
3689,20230703000000000000001104903,PTY 150/36/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606001566,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5743,1.3575718684729243,1.2885,1,1.2885,1,.007,0.007,1.007,1.007,.2518,0.29468109082713545,.0219,0.00906696602046544,.029,0.032053,,,2023-08-03
369,20211002450,PTY 150/48/RND/BSD/NI/LTDH/N/1/Z,PTY,CSTPTY2606002855,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6715,1.41664530771811,1.3147,1,1.3147,1,.006,0.006,1.006,1.006,.2862,0.3068463048301757,.02,0.009857521537442014,.0516,0.05061,,,2022-12-01
3690,20230703000000000000001105156,PTY 150/36/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606001567,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5964,1.3575718684729243,1.3099,1,1.3099,1,.007,0.007,1.007,1.007,.2518,0.29468109082713545,.0219,0.00906696602046544,.029,0.032053,,,2023-08-03
37,20211003179,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,PTY,CSTPTY2606002175,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1419,1.3362639747984544,1.8364,1,1.8364,1,.008,0.008,1.008,1.008,.2428,0.250321985519354,.0299,0.014756944444444448,.0517,0.05061,,,2022-12-01
370,20211002451,PTY 150/96/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606000931,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6271,1.4601482290333945,1.2423,1,1.2423,1,.006,0.006,1.006,1.006,.3131,0.3699202674897119,.0226,0.010121091632026026,.0294,0.030366,,,2023-01-04
371,20211002452,PTY 170/36/RND/BSD/NI/DH/N/1/Z,PTY,CSTPTY2606001803,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5027,1.3703286340880965,1.1717,1,1.1717,1,.006,0.006,1.006,1.006,.2634,0.2796384696985251,.0201,0.009741550695825048,.0315,0.032053,,,2023-02-03
