left_no,cyl_sys_id,legacy_name,legacy_type,new_product_code,cost_type,in_orion_scope,final_metric,final_status,cause_layer,cause_note,legacy_final,new_final,rm_rate_L,rm_rate_N,rm_landed_L,rm_landed_N,waste_L,waste_N,rm_norm_L,rm_norm_N,fixed_total_L,fixed_total_N,cap_pack_L,cap_pack_N,oil_L,oil_N,mb_cost_L,mb_cost_N,legacy_modified
1592,2022012504515,PTY 150/48/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606001431,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9822,0.42359159243636463,1.5646,0,1.5646,0,.01,0.01,1.01,1.01,.3023,0.3052054154995331,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1593,2022012504516,PTY 150/48/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606001432,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9493,0.42359159243636463,1.5328,0,1.5328,0,.01,0.01,1.01,1.01,.3023,0.3052054154995331,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1594,2022012504517,PTY 150/48/RND/DSD/HIM/LTDH/N/1/Z,PTY,CSTPTY2606001433,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9299,0.42359159243636463,1.5141,0,1.5141,0,.01,0.01,1.01,1.01,.3023,0.3052054154995331,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1595,2022012504518,PTY 150/48/RND/DSD/HIM/RWDH/N/1/Z,PTY,CSTPTY2606002212,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0772,0.41295150019257054,1.6685,0,1.6685,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1596,2022012504519,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001701,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9916,0.4009536328658379,1.5967,0,1.5967,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1597,2022012504520,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001702,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.027,0.4009536328658379,1.6309,0,1.6309,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1598,2022012504521,PTY 150/48/RND/DSD/IM/DH/N/1/Z/RW,PTY,CSTPTY2606001256,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1339,0.3999621550397602,1.7281,0,1.7281,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1599,2022012504522,PTY 150/48/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606002364,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9086,0.34458431164328085,1.5706,0,1.5706,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
16,20201000031,POY 380/144/TBL/DBR/SIM/NS/1/O,POY,CSTPOY2606002055,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5996,0.19266771738419936,1.192,0,1.217,0,.02,0.02,.9953,0.999,.1627,0.16264030643065203,.0078,0.015418752085418755,.0152,0.01307955,.1891,0.1626912,2026-09-05
160,20210800279,POY 250/36/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000100,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5799,0.27469745010088537,1.172,0,1.1908,0,.012,0.015,.9899,0.9931999999999999,.2475,0.247496118481427,.0078,0.015508793126594176,.0109,0.009512399999999999,.1218,0.12276888,2026-09-05
1600,2022012504524,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000355,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8897,0.34458431164328085,1.5523,0,1.5523,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1601,2022012504527,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000356,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8892,0.3756559818938116,1.5149,0,1.5149,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1602,2022012504529,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000357,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9286,0.34458431164328085,1.5899,0,1.5899,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1603,2022012504531,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000358,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0209,0.34458431164328085,1.679,0,1.679,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1604,2022012504532,PTY 150/48/RND/DSD/NI/DH/N/1/Z/RW,PTY,CSTPTY2606001261,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8617,0.3245589412430745,1.5378,0,1.5378,0,.01,0.01,1.01,1.01,.273,0.27566940754796543,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1605,2022012504533,PTY 150/48/RND/DSD/NI/RWDH/N/1/Z,PTY,CSTPTY2606003248,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8926,0.34458431164328085,1.5551,0,1.5551,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1606,2022012504534,PTY 150/48/RND/DSD/SIM/DH/N/1/Z,PTY,CSTPTY2606001267,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.892,0.37532974231678295,1.5307,0,1.5307,0,.0065,0.01,1.0065,1.01,.2908,0.29468109082713545,.0145,0.009450945094509453,.0331,0.037114,,,2026-09-06
1607,2022012504538,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003877,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9117,0.3694975010120569,1.5687,0,1.5687,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1608,2022012504539,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003876,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8657,0.3694975010120569,1.5241,0,1.5241,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1609,2022012504540,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003875,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0915,0.3694975010120569,1.7427,0,1.7427,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
161,20210800280,POY 250/36/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000101,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5429,0.2746644660626151,1.172,0,1.1908,0,.012,0.015,.9947,0.9952999999999999,.2475,0.247496118481427,.0078,0.015476070866405442,.0109,0.009512399999999999,.0798,0.09282639999999999,2026-09-05
1610,2022012504541,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003874,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9286,0.3694975010120569,1.585,0,1.585,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1611,2022012504542,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003873,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9653,0.3694975010120569,1.6205,0,1.6205,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1612,2022012504543,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003872,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8708,0.3694975010120569,1.5291,0,1.5291,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1613,2022012504544,PTY 300/96/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606003719,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7572,0.23841762655828608,1.5353,0,1.5353,0,.008,0.008,1.008,1.008,.1835,0.1888061856752783,.0133,0.009903381642512078,.0331,0.037114,,,2026-09-06
1614,2022012504545,PTY 225/96/RND/DBR/IM/DH/ST/3/ZZZ,PTY,CSTPTY2606003292,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8973,0.3828285829657173,1.4594,0,1.4594,0,.02,0.02,1.02,1.02,.2869,0.2811498162483384,.018,0.016127450980392158,.0259,0.028679,,,2026-09-06
1615,2022012504546,PTY 225/96/RND/DBR/IM/DH/ST/3/ZZZ,PTY,CSTPTY2606003291,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9328,0.3828285829657173,1.4933,0,1.4933,0,.02,0.02,1.02,1.02,.2869,0.2811498162483384,.018,0.016127450980392158,.0259,0.028679,,,2026-09-06
1616,2022020304619,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000359,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8637,0.34458431164328085,1.5272,0,1.5272,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1617,2022020304620,PTY 150/48/RND/DSD/NI/DH/N/2/SZ,PTY,CSTPTY2606000848,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9278,0.35586274522649786,1.585,0,1.585,0,.007,0.007,1.007,1.007,.3012,0.3052054154995331,.0135,0.0096714304218298,.0331,0.037114,,,2026-09-06
1618,2022020304622,PTY 150/48/RND/DSD/NI/DH/N/2/SZ,PTY,CSTPTY2606000849,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9681,0.35586274522649786,1.624,0,1.624,0,.007,0.007,1.007,1.007,.3012,0.3052054154995331,.0135,0.0096714304218298,.0331,0.037114,,,2026-09-06
1619,2022020304623,PTY 150/48/RND/DSD/IM/DH/N/1/Z/RW,PTY,CSTPTY2606001257,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.08,0.3999621550397602,1.676,0,1.676,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
162,20210800281,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000395,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5274,0.2746175867294487,1.172,0,1.1908,0,.012,0.012,.9981,0.9983,.2475,0.247496118481427,.0078,0.01542956359143878,.0109,0.009512399999999999,.0606,0.06200072,2026-09-05
1620,2022020304624,PTY 150/48/RND/DSD/NI/DH/N/1/Z/RW,PTY,CSTPTY2606001262,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9916,0.3245589412430745,1.6634,0,1.6634,0,.01,0.01,1.01,1.01,.273,0.27566940754796543,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1621,2022020304625,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001703,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9101,0.4009536328658379,1.5179,0,1.5179,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1622,2022020304626,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001704,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9414,0.4009536328658379,1.5482,0,1.5482,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1623,2022020304627,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001705,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9008,0.4009536328658379,1.509,0,1.509,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1624,2022020304628,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001706,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9061,0.4009536328658379,1.5141,0,1.5141,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0159,0.010396039603960397,.0332,0.037114,,,2026-09-06
1625,2022020304629,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001847,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0838,0.44791109371745597,1.6402,0,1.6402,0,.01,0.01,1.01,1.01,.3255,0.32868275515334344,.0128,0.009240924092409241,.0332,0.037114,,,2026-09-06
1626,2022020304630,PTY 150/48/RND/DSD/HIM/RWDH/N/1/Z,PTY,CSTPTY2606002213,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.055,0.41295150019257054,1.647,0,1.647,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0133,0.008663366336633664,.0332,0.037114,,,2026-09-06
1627,2022020304631,PTY 150/48/RND/DSD/NI/DH/N/1/S,PTY,CSTPTY2606002365,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0408,0.34458431164328085,1.6983,0,1.6983,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1628,2022020504651,PTY 150/288/RND/SD/SIM/LSDH/N/2/ZZ,PTY,CSTPTY2606002906,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0053,0.5126072227361576,1.4975,0,1.4975,0,.009,0.009,1.009,1.009,.4205,0.42501477541371163,.0143,0.01009099918911614,.0377,0.042175000000000004,,,2026-09-06
1629,2022020504652,PTY 225/72/RND/SD/SIM/DH/N/2/SZ,PTY,CSTPTY2606000969,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.654,0.2731670583212715,1.3967,0,1.3967,0,.0065,0.0065,1.0065,1.0065,.1862,0.19233983938804305,.0136,0.010874768549880325,.0331,0.037114,,,2026-09-06
163,20210800282,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000396,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5582,0.2746644660626151,1.172,0,1.1908,0,.012,0.012,.9942,0.9953,.2475,0.247496118481427,.0078,0.015476070866405442,.0109,0.009512399999999999,.0954,0.09119034999999999,2026-09-05
1630,2022020504653,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,PTY,CSTPTY2606003871,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.904,0.3694975010120569,1.5612,0,1.5612,0,.008,0.008,1.008,1.008,.3016,0.3052054154995331,.0135,0.00966183574879227,.0451,0.05061,,,2026-09-06
1631,2022020504654,PTY 150/36/RND/DSD/NI/ACDH/N/1/Z,PTY,CSTPTY2606003886,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.1277,0.34621327378919453,1.78,0,1.78,0,.007,0.007,1.007,1.007,.2869,0.2962653977670663,.0139,0.00906696602046544,.0331,0.037114,,,2026-09-06
1632,2022020504655,PTY 150/36/RND/DSD/NI/ACDH/N/1/Z,PTY,CSTPTY2606003885,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0099,0.34621327378919453,1.6659,0,1.6659,0,.007,0.007,1.007,1.007,.2869,0.2962653977670663,.0139,0.00906696602046544,.0331,0.037114,,,2026-09-06
1633,2022020504656,PTY 150/48/RND/DSD/HIM/ACDH/N/3/ZSZ,PTY,CSTPTY2606004028,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9656,0.4126011536579171,1.5457,0,1.5457,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.014,0.008316831683168319,.0332,0.037114,,,2026-09-06
1634,2022020504657,PTY 150/48/RND/DSD/HIM/ACDH/N/3/ZSZ,PTY,CSTPTY2606004027,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.228,0.4126011536579171,1.7992,0,1.7992,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.014,0.008316831683168319,.0332,0.037114,,,2026-09-06
1635,2022020504658,PTY 150/48/RND/DSD/HIM/ACDH/N/3/ZSZ,PTY,CSTPTY2606004026,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2023,0.4126011536579171,1.7744,0,1.7744,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.014,0.008316831683168319,.0332,0.037114,,,2026-09-06
1636,2022020504659,PTY 165/72/RND/DSD/LIM/SH/N/2/SZ,PTY,CSTPTY2606003755,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2741,0.38178625434861435,1.8869,0,1.8869,0,.008,0.008,1.008,1.008,.3082,0.31042260208926875,.0142,0.00946969696969697,.0301,0.03374,,,2026-09-06
1637,2022020504660,PTY 300/72/RND/SD/HIM/DH/N/2/SZ,PTY,CSTPTY2606000973,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.646,0.281273578051374,1.3602,0,1.3602,0,.008,0.008,1.008,1.008,.175,0.17183393070489844,.0125,0.009837962962962965,.0256,0.028679,,,2026-09-06
1638,2022020604661,PTY 150/288/RND/SD/SIM/DH/N/2/SZ,PTY,CSTPTY2606001372,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0097,0.5172252596238516,1.4975,0,1.4975,0,.009,0.009,1.009,1.009,.4251,0.4295848267622461,.014,0.01009099918911614,.0377,0.042175000000000004,,,2026-09-06
1639,2022020604662,PTY 300/72/RND/SD/IM/SH/N/4/2Z2S/RW,PTY,CSTPTY2606001425,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6324,0.25349467966700073,1.3602,0,1.3602,0,.01,0.01,1.01,1.01,.172,0.16733566026759744,.0145,0.012752475247524752,.0151,0.01687,,,2026-09-06
164,20210800283,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000397,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5563,0.27471793878171313,1.172,0,1.1908,0,.012,0.012,.9889,0.9919,.2475,0.247496118481427,.0078,0.015529119198843972,.0109,0.009512399999999999,.0999,0.08630336999999999,2026-09-05
1640,2022020604663,PTY 150/96/RND/FSD/LIM/DH/N/2/SZ,PTY,CSTPTY2606003333,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9813,0.40753543896469674,1.5894,0,1.5894,0,.008,0.008,1.008,1.008,.3145,0.31821098278684895,.014,0.010479797979797981,.0451,0.05061,,,2026-09-06
1641,2022020604664,PTY 150/48/RND/DSD/HIM/DH/SN/2/SZ,PTY,CSTPTY2606003493,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.2523,0.4335180775848794,1.8135,0,1.8135,0,.01,0.01,1.01,1.01,.3023,0.3052054154995331,.0254,0.018481848184818482,.0332,0.037114,,,2026-09-06
1642,2022020604665,PTY 300/96/RND/BSD/IM/SH/N/2/SZ,PTY,CSTPTY2606003661,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8471,0.31566187766815823,1.5342,0,1.5342,0,.006,0.006,1.006,1.006,.1988,0.1992091193661874,.015,0.011968190854870777,.033,0.037114,,,2026-09-06
1643,2022020604666,PTY 480/216/TBL/DBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004583,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8308,0.23201391255317766,1.6241,0,1.6241,0,.008,0.008,1.008,1.008,.1439,0.14284678521484873,.0129,0.012373737373737375,.0451,0.05061,,,2026-09-06
1644,2022020604668,PTY 150/48/RND/OSD/NI/DH/N/1/Z,PTY,CSTPTY2606000892,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9093,0.375957416811243,1.5244,0,1.5244,0,.01,0.01,1.01,1.01,.2934,0.2962653977670663,.0138,0.009040034438226431,.0332,0.037114,,,2026-09-06
1645,2022020604689,PTY 700/288/RND/DBR/SIM/ACDH/T2/1/Z,PTY,CSTPTY2606003798,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9731,0.3598528362217769,1.5474,0,1.5474,0,.02,0.02,1.02,1.02,.2684,0.26301111842586494,.04,0.035838779956427015,.0259,0.028679,,,2026-09-06
1646,2022020604690,PTY 480/216/TBL/BBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004641,SELLING,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6969,0.24999767505604287,1.475,0,1.475,0,.008,0.008,1.008,1.008,.1472,0.14602115821962314,.0177,0.01701388888888889,.0451,0.05061,,,2026-09-06
1647,2022022204697,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000360,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9685,0.34458431164328085,1.6284,0,1.6284,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1648,2022022204698,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000361,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8847,0.34458431164328085,1.5475,0,1.5475,0,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-09-06
1649,2023092937988,POY 250/48/RND/DSD/SIM/NS/2/O,POY,CSTPOY2606001401,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6391,0.2774032717393419,1.172,0,1.1908,0,.025,0.025,.997,0.9976999999999999,.2491,0.24906136580009158,.0078,0.015438842671477734,.0125,0.01070145,.1682,0.16317756,2026-09-05
165,20210800284,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606000398,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5352,0.27469272955831714,1.172,0,1.1908,0,.012,0.012,.9933,0.9935,.2475,0.247496118481427,.0078,0.015504110048649556,.0109,0.009512399999999999,.074,0.07538935000000001,2026-09-05
1650,2022022204700,PTY 150/48/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606001707,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9218,0.399998142316783,1.5307,0,1.5307,0,.01,0.01,1.01,1.01,.29,0.29468109082713545,.0145,0.009450945094509453,.0332,0.037114,,,2026-09-06
1651,2022022204701,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606001848,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.9584,0.44791109371745597,1.5191,0,1.5191,0,.01,0.01,1.01,1.01,.3255,0.32868275515334344,.0128,0.009240924092409241,.0332,0.037114,,,2026-09-06
1652,2022022204702,PTY 150/48/RND/DSD/IM/DH/N/2/SZ,PTY,CSTPTY2606002008,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0957,0.41130559141542833,1.6983,0,1.6983,0,.007,0.007,1.007,1.007,.296,0.3052054154995331,.014,0.010111040895549341,.0331,0.037114,,,2026-09-06
1653,2022022204703,PTY 480/216/TBL/DBR/IM/DH/N/1/S,PTY,CSTPTY2606003483,SELLING,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7791,0.26752227646405813,1.5303,0,1.5303,0,.008,0.008,1.008,1.008,.1503,0.14916139818133545,.0161,0.010833333333333335,.0451,0.05061,,,2026-09-06
